sample_id	subject_id	clone_id	seq_count	seq_freq
P05_FNA_2_0_Y1	P05	473	3	0.0102389078498294
P05_FNA_2_0_Y1	P05	476	3	0.0102389078498294
P05_FNA_2_0_Y1	P05	533	3	0.0102389078498294
P05_FNA_2_0_Y1	P05	535	3	0.0102389078498294
P05_FNA_2_0_Y1	P05	651	3	0.0102389078498294
P05_FNA_2_0_Y1	P05	676	3	0.0102389078498294
P05_FNA_2_12_Y1	P05	112	3	0.0166666666666667
P05_FNA_2_12_Y1	P05	433	3	0.0166666666666667
P05_FNA_2_12_Y1	P05	471	3	0.0166666666666667
P05_FNA_2_12_Y1	P05	655	3	0.0166666666666667
P05_FNA_2_28_Y1	P05	114	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	14	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	246	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	273	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	286	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	472	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	53	3	0.0135746606334842
P05_FNA_2_28_Y1	P05	531	3	0.0135746606334842
P05_FNA_2_5_Y1	P05	10	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	108	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	158	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	239	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	473	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	476	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	497	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	537	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	561	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	570	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	651	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	653	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	668	3	0.0122448979591837
P05_FNA_2_5_Y1	P05	673	3	0.0122448979591837
P05_FNA_2_60_Y1	P05	109	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	112	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	122	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	136	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	155	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	17	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	202	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	266	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	272	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	353	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	468	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	470	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	524	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	53	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	531	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	545	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	559	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	599	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	64	3	0.00645161290322581
P05_FNA_2_60_Y1	P05	640	3	0.00645161290322581
P05_FNA_3_12_Y1	P05	17	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	246	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	285	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	428	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	468	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	505	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	53	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	533	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	536	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	672	3	0.0122950819672131
P05_FNA_3_12_Y1	P05	710	3	0.0122950819672131
P05_FNA_3_28_Y1	P05	202	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	222	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	250	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	471	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	473	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	475	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	50	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	571	3	0.0158730158730159
P05_FNA_3_28_Y1	P05	618	3	0.0158730158730159
P05_FNA_5_Y1	P05	122	3	0.0106007067137809
P05_FNA_5_Y1	P05	13	3	0.0106007067137809
P05_FNA_5_Y1	P05	135	3	0.0106007067137809
P05_FNA_5_Y1	P05	14	3	0.0106007067137809
P05_FNA_5_Y1	P05	197	3	0.0106007067137809
P05_FNA_5_Y1	P05	243	3	0.0106007067137809
P05_FNA_5_Y1	P05	459	3	0.0106007067137809
P05_FNA_5_Y1	P05	472	3	0.0106007067137809
P05_FNA_5_Y1	P05	474	3	0.0106007067137809
P05_FNA_5_Y1	P05	50	3	0.0106007067137809
P05_FNA_5_Y1	P05	533	3	0.0106007067137809
P05_FNA_5_Y1	P05	558	3	0.0106007067137809
P05_FNA_5_Y1	P05	653	3	0.0106007067137809
P05_FNA_5_Y1	P05	656	3	0.0106007067137809
P05_FNA_60_Y1	P05	101	3	0.00662251655629139
P05_FNA_60_Y1	P05	109	3	0.00662251655629139
P05_FNA_60_Y1	P05	135	3	0.00662251655629139
P05_FNA_60_Y1	P05	144	3	0.00662251655629139
P05_FNA_60_Y1	P05	15	3	0.00662251655629139
P05_FNA_60_Y1	P05	197	3	0.00662251655629139
P05_FNA_60_Y1	P05	271	3	0.00662251655629139
P05_FNA_60_Y1	P05	273	3	0.00662251655629139
P05_FNA_60_Y1	P05	279	3	0.00662251655629139
P05_FNA_60_Y1	P05	286	3	0.00662251655629139
P05_FNA_60_Y1	P05	38	3	0.00662251655629139
P05_FNA_60_Y1	P05	425	3	0.00662251655629139
P05_FNA_60_Y1	P05	48	3	0.00662251655629139
P05_FNA_60_Y1	P05	51	3	0.00662251655629139
P05_FNA_60_Y1	P05	530	3	0.00662251655629139
P05_FNA_60_Y1	P05	533	3	0.00662251655629139
P05_FNA_60_Y1	P05	571	3	0.00662251655629139
P05_FNA_60_Y1	P05	574	3	0.00662251655629139
P05_FNA_60_Y1	P05	611	3	0.00662251655629139
P05_FNA_60_Y1	P05	64	3	0.00662251655629139
P05_FNA_60_Y1	P05	651	3	0.00662251655629139
P05_FNA_60_Y1	P05	664	3	0.00662251655629139
P05_FNA_0_Y1	P05	10	2	0.00921658986175115
P05_FNA_0_Y1	P05	112	2	0.00921658986175115
P05_FNA_0_Y1	P05	113	2	0.00921658986175115
P05_FNA_0_Y1	P05	156	2	0.00921658986175115
P05_FNA_0_Y1	P05	16	2	0.00921658986175115
P05_FNA_0_Y1	P05	246	2	0.00921658986175115
P05_FNA_0_Y1	P05	247	2	0.00921658986175115
P05_FNA_0_Y1	P05	334	2	0.00921658986175115
P05_FNA_0_Y1	P05	39	2	0.00921658986175115
P05_FNA_0_Y1	P05	401	2	0.00921658986175115
P05_FNA_0_Y1	P05	437	2	0.00921658986175115
P05_FNA_0_Y1	P05	444	2	0.00921658986175115
P05_FNA_0_Y1	P05	456	2	0.00921658986175115
P05_FNA_0_Y1	P05	459	2	0.00921658986175115
P05_FNA_0_Y1	P05	46	2	0.00921658986175115
P05_FNA_0_Y1	P05	470	2	0.00921658986175115
P05_FNA_0_Y1	P05	476	2	0.00921658986175115
P05_FNA_0_Y1	P05	492	2	0.00921658986175115
P05_FNA_0_Y1	P05	53	2	0.00921658986175115
P05_FNA_0_Y1	P05	538	2	0.00921658986175115
P05_FNA_0_Y1	P05	576	2	0.00921658986175115
P05_FNA_0_Y1	P05	578	2	0.00921658986175115
P05_FNA_0_Y1	P05	596	2	0.00921658986175115
P05_FNA_0_Y1	P05	626	2	0.00921658986175115
P05_FNA_0_Y1	P05	653	2	0.00921658986175115
P05_FNA_0_Y1	P05	656	2	0.00921658986175115
P05_FNA_0_Y1	P05	698	2	0.00921658986175115
P05_FNA_0_Y1	P05	704	2	0.00921658986175115
P05_FNA_0_Y1	P05	88	2	0.00921658986175115
P05_FNA_0_Y1	P05	91	2	0.00921658986175115
P05_FNA_12_Y1	P05	12	2	0.00961538461538462
P05_FNA_12_Y1	P05	13	2	0.00961538461538462
P05_FNA_12_Y1	P05	144	2	0.00961538461538462
P05_FNA_12_Y1	P05	154	2	0.00961538461538462
P05_FNA_12_Y1	P05	155	2	0.00961538461538462
P05_FNA_12_Y1	P05	161	2	0.00961538461538462
P05_FNA_12_Y1	P05	246	2	0.00961538461538462
P05_FNA_12_Y1	P05	248	2	0.00961538461538462
P05_FNA_12_Y1	P05	278	2	0.00961538461538462
P05_FNA_12_Y1	P05	287	2	0.00961538461538462
P05_FNA_12_Y1	P05	356	2	0.00961538461538462
P05_FNA_12_Y1	P05	438	2	0.00961538461538462
P05_FNA_12_Y1	P05	459	2	0.00961538461538462
P05_FNA_12_Y1	P05	460	2	0.00961538461538462
P05_FNA_12_Y1	P05	468	2	0.00961538461538462
P05_FNA_12_Y1	P05	470	2	0.00961538461538462
P05_FNA_12_Y1	P05	472	2	0.00961538461538462
P05_FNA_12_Y1	P05	476	2	0.00961538461538462
P05_FNA_12_Y1	P05	48	2	0.00961538461538462
P05_FNA_12_Y1	P05	490	2	0.00961538461538462
P05_FNA_12_Y1	P05	52	2	0.00961538461538462
P05_FNA_12_Y1	P05	549	2	0.00961538461538462
P05_FNA_12_Y1	P05	578	2	0.00961538461538462
P05_FNA_12_Y1	P05	640	2	0.00961538461538462
P05_FNA_12_Y1	P05	651	2	0.00961538461538462
P05_FNA_12_Y1	P05	672	2	0.00961538461538462
P05_FNA_12_Y1	P05	675	2	0.00961538461538462
P05_FNA_12_Y1	P05	676	2	0.00961538461538462
P05_FNA_12_Y1	P05	710	2	0.00961538461538462
P05_FNA_12_Y1	P05	714	2	0.00961538461538462
P05_FNA_2_0_Y1	P05	13	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	131	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	133	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	138	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	175	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	18	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	203	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	227	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	246	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	262	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	271	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	284	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	338	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	424	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	487	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	494	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	52	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	536	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	570	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	575	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	656	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	669	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	670	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	673	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	703	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	713	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	714	2	0.0068259385665529
P05_FNA_2_0_Y1	P05	77	2	0.0068259385665529
P05_FNA_2_12_Y1	P05	124	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	143	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	154	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	155	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	174	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	23	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	248	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	264	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	278	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	284	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	321	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	334	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	434	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	445	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	468	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	472	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	48	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	494	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	499	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	531	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	547	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	573	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	575	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	580	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	649	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	653	2	0.0111111111111111
P05_FNA_2_12_Y1	P05	73	2	0.0111111111111111
P05_FNA_2_28_Y1	P05	10	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	106	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	117	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	138	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	16	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	250	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	268	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	335	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	35	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	39	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	400	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	405	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	45	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	457	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	468	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	471	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	474	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	476	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	498	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	52	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	536	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	570	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	571	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	645	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	647	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	652	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	654	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	655	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	676	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	682	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	691	2	0.00904977375565611
P05_FNA_2_28_Y1	P05	714	2	0.00904977375565611
P05_FNA_2_5_Y1	P05	110	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	113	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	117	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	121	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	13	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	131	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	155	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	157	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	160	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	220	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	398	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	4	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	418	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	448	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	449	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	455	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	470	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	474	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	535	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	614	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	629	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	691	2	0.00816326530612245
P05_FNA_2_5_Y1	P05	97	2	0.00816326530612245
P05_FNA_2_60_Y1	P05	10	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	137	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	20	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	21	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	222	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	240	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	243	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	246	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	248	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	269	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	274	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	279	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	280	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	33	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	334	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	38	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	395	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	402	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	404	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	41	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	433	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	436	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	437	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	45	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	460	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	484	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	485	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	517	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	521	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	529	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	534	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	552	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	557	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	567	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	574	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	588	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	590	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	591	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	6	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	608	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	63	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	632	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	636	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	650	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	652	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	655	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	656	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	658	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	691	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	706	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	712	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	80	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	87	2	0.0043010752688172
P05_FNA_2_60_Y1	P05	9	2	0.0043010752688172
P05_FNA_3_12_Y1	P05	10	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	100	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	115	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	14	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	176	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	198	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	205	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	254	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	264	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	286	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	296	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	3	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	303	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	319	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	366	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	368	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	401	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	406	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	434	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	437	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	440	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	470	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	472	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	474	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	478	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	480	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	494	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	54	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	597	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	624	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	638	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	651	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	689	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	691	2	0.00819672131147541
P05_FNA_3_12_Y1	P05	707	2	0.00819672131147541
P05_FNA_3_28_Y1	P05	10	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	112	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	113	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	14	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	16	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	246	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	272	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	280	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	327	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	328	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	335	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	401	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	455	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	472	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	53	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	546	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	574	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	598	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	641	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	653	2	0.0105820105820106
P05_FNA_3_28_Y1	P05	95	2	0.0105820105820106
P05_FNA_5_Y1	P05	10	2	0.00706713780918728
P05_FNA_5_Y1	P05	106	2	0.00706713780918728
P05_FNA_5_Y1	P05	109	2	0.00706713780918728
P05_FNA_5_Y1	P05	112	2	0.00706713780918728
P05_FNA_5_Y1	P05	125	2	0.00706713780918728
P05_FNA_5_Y1	P05	134	2	0.00706713780918728
P05_FNA_5_Y1	P05	202	2	0.00706713780918728
P05_FNA_5_Y1	P05	267	2	0.00706713780918728
P05_FNA_5_Y1	P05	297	2	0.00706713780918728
P05_FNA_5_Y1	P05	298	2	0.00706713780918728
P05_FNA_5_Y1	P05	3	2	0.00706713780918728
P05_FNA_5_Y1	P05	334	2	0.00706713780918728
P05_FNA_5_Y1	P05	336	2	0.00706713780918728
P05_FNA_5_Y1	P05	350	2	0.00706713780918728
P05_FNA_5_Y1	P05	438	2	0.00706713780918728
P05_FNA_5_Y1	P05	47	2	0.00706713780918728
P05_FNA_5_Y1	P05	470	2	0.00706713780918728
P05_FNA_5_Y1	P05	473	2	0.00706713780918728
P05_FNA_5_Y1	P05	476	2	0.00706713780918728
P05_FNA_5_Y1	P05	521	2	0.00706713780918728
P05_FNA_5_Y1	P05	538	2	0.00706713780918728
P05_FNA_5_Y1	P05	560	2	0.00706713780918728
P05_FNA_5_Y1	P05	570	2	0.00706713780918728
P05_FNA_5_Y1	P05	573	2	0.00706713780918728
P05_FNA_5_Y1	P05	576	2	0.00706713780918728
P05_FNA_5_Y1	P05	597	2	0.00706713780918728
P05_FNA_5_Y1	P05	604	2	0.00706713780918728
P05_FNA_5_Y1	P05	650	2	0.00706713780918728
P05_FNA_5_Y1	P05	675	2	0.00706713780918728
P05_FNA_5_Y1	P05	676	2	0.00706713780918728
P05_FNA_5_Y1	P05	696	2	0.00706713780918728
P05_FNA_5_Y1	P05	700	2	0.00706713780918728
P05_FNA_5_Y1	P05	708	2	0.00706713780918728
P05_FNA_5_Y1	P05	80	2	0.00706713780918728
P05_FNA_60_Y1	P05	10	2	0.00441501103752759
P05_FNA_60_Y1	P05	121	2	0.00441501103752759
P05_FNA_60_Y1	P05	124	2	0.00441501103752759
P05_FNA_60_Y1	P05	125	2	0.00441501103752759
P05_FNA_60_Y1	P05	129	2	0.00441501103752759
P05_FNA_60_Y1	P05	134	2	0.00441501103752759
P05_FNA_60_Y1	P05	14	2	0.00441501103752759
P05_FNA_60_Y1	P05	150	2	0.00441501103752759
P05_FNA_60_Y1	P05	152	2	0.00441501103752759
P05_FNA_60_Y1	P05	159	2	0.00441501103752759
P05_FNA_60_Y1	P05	16	2	0.00441501103752759
P05_FNA_60_Y1	P05	168	2	0.00441501103752759
P05_FNA_60_Y1	P05	17	2	0.00441501103752759
P05_FNA_60_Y1	P05	18	2	0.00441501103752759
P05_FNA_60_Y1	P05	200	2	0.00441501103752759
P05_FNA_60_Y1	P05	228	2	0.00441501103752759
P05_FNA_60_Y1	P05	229	2	0.00441501103752759
P05_FNA_60_Y1	P05	232	2	0.00441501103752759
P05_FNA_60_Y1	P05	242	2	0.00441501103752759
P05_FNA_60_Y1	P05	274	2	0.00441501103752759
P05_FNA_60_Y1	P05	277	2	0.00441501103752759
P05_FNA_60_Y1	P05	28	2	0.00441501103752759
P05_FNA_60_Y1	P05	280	2	0.00441501103752759
P05_FNA_60_Y1	P05	30	2	0.00441501103752759
P05_FNA_60_Y1	P05	353	2	0.00441501103752759
P05_FNA_60_Y1	P05	401	2	0.00441501103752759
P05_FNA_60_Y1	P05	436	2	0.00441501103752759
P05_FNA_60_Y1	P05	455	2	0.00441501103752759
P05_FNA_60_Y1	P05	456	2	0.00441501103752759
P05_FNA_60_Y1	P05	488	2	0.00441501103752759
P05_FNA_60_Y1	P05	492	2	0.00441501103752759
P05_FNA_60_Y1	P05	521	2	0.00441501103752759
P05_FNA_60_Y1	P05	531	2	0.00441501103752759
P05_FNA_60_Y1	P05	536	2	0.00441501103752759
P05_FNA_60_Y1	P05	539	2	0.00441501103752759
P05_FNA_60_Y1	P05	554	2	0.00441501103752759
P05_FNA_60_Y1	P05	564	2	0.00441501103752759
P05_FNA_60_Y1	P05	565	2	0.00441501103752759
P05_FNA_60_Y1	P05	566	2	0.00441501103752759
