sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper	subject_id
P05_FNA_0_Y1	3.7	78.200613632557	9.08774324831722	60.3889641651082	96.0122631000057	0.590772936711921	0.456213372857205	0.725332500566637	P05
P05_FNA_0_Y1	3.8	77.1269920197149	9.15592315527493	59.1817123901597	95.07227164927	0.582662174357595	0.447093090505097	0.718231258210093	P05
P05_FNA_0_Y1	3.9	76.090296619456	9.21841626745692	58.0225327407423	94.1580604981697	0.574830374098784	0.438335972960205	0.711324775237363	P05
P05_FNA_0_Y1	4	75.0897402247891	9.27538605852525	56.9103176073747	93.2691628422035	0.567271588915835	0.429933652696039	0.704609525135631	P05
P05_FNA_12_Y1	0	134.46	5.1126407537971	124.439408256666	144.480591743334	1	0.925475295676528	1.07452470432347	P05
P05_FNA_12_Y1	0.1	133.263374451125	5.22850541608792	123.01569214262	143.51105675963	0.991100509081696	0.914886896791759	1.06731412137163	P05
P05_FNA_12_Y1	0.2	132.033135111543	5.34895741379267	121.549371225671	142.516898997415	0.981951027157096	0.903981639340109	1.05992041497408	P05
P05_FNA_12_Y1	0.3	130.769492106297	5.4744096720249	120.039846312511	141.499137900084	0.972553116958925	0.892755067027447	1.0523511668904	P05
P05_FNA_12_Y1	0.4	129.472831347351	5.60531297590073	118.48661979251	140.459042902191	0.962909648574674	0.881203479045889	1.04461581810346	P05
P05_FNA_12_Y1	0.5	128.143731048704	5.74215163610672	116.889320648167	139.398141449241	0.953024922272082	0.869324116080375	1.03672572846379	P05
P05_FNA_12_Y1	0.6	126.782977760508	5.8854362019978	115.247734771284	138.318220749732	0.942904787747344	0.857115385774832	1.02869418971986	P05
P05_FNA_12_Y1	0.7	125.391581469423	6.03569273029941	113.561841096286	137.22132184256	0.93255675642885	0.844577131461298	1.0205363813964	P05
P05_FNA_12_Y1	0.8	123.970789239107	6.19344822177615	111.831853784312	136.109724693902	0.921990102923598	0.831710945889574	1.01226925995762	P05
P05_FNA_12_Y1	0.9	122.522096793309	6.35921201581514	110.058270272257	134.985923314361	0.911215951162494	0.818520528575464	1.00391137374952	P05
P05_FNA_12_Y1	1	121.04874463012	6.53327457158781	108.243761768697	133.853727491544	0.900258401235463	0.805025745713944	0.995491056756982	P05
P05_FNA_12_Y1	1.1	119.548287196893	6.7165743249115	106.38404342058	132.712530973206	0.889099265185875	0.791194730184291	0.987003800187459	P05
P05_FNA_12_Y1	1.2	118.027466646953	6.90888242986234	104.486305911001	131.568627382905	0.87778868546001	0.777080960218662	0.978496410701359	P05
P05_FNA_12_Y1	1.3	116.487336648476	7.11055813442123	102.550898795032	130.42377450192	0.866334498352493	0.76268703551266	0.969981961192325	P05
P05_FNA_12_Y1	1.4	114.930689311244	7.32162478329424	100.580568427671	129.280810194816	0.854757469219422	0.748033381136925	0.96148155730192	P05
P05_FNA_12_Y1	1.5	113.360552335433	7.54191932379667	98.5786620864852	128.142442584381	0.843080115539441	0.73314489131701	0.953015339761873	P05
P05_FNA_12_Y1	1.6	111.780166657289	7.77106719137043	96.5491548407621	127.011178473816	0.831326540661081	0.71805112926344	0.944601952058722	P05
P05_FNA_12_Y1	1.7	110.192957077059	8.00846351992402	94.4966570065052	125.889257147613	0.819522215358167	0.702786382615687	0.936258048100648	P05
P05_FNA_12_Y1	1.8	108.60249589913	8.25326297508392	92.4263977130281	124.778594085233	0.807693707415815	0.687389541224365	0.927997873607265	P05
P05_FNA_12_Y1	1.9	107.012459983497	8.50438027075342	90.3441809419878	123.680739025007	0.79586836221551	0.671903770206662	0.919832954224358	P05
P05_FNA_12_Y1	2	105.426582040845	8.76050294143086	88.2563117891837	122.596852292507	0.784073940509039	0.656375961543832	0.911771919474245	P05
P05_FNA_12_Y1	2.1	103.848597473698	9.02011717007282	86.1694926840244	121.527702263373	0.772338223067816	0.640855962249177	0.903820483886454	P05
P05_FNA_12_Y1	2.2	102.28218852849	9.28154641373358	84.0906918367348	120.473685220244	0.760688595333107	0.625395595989401	0.895981594676813	P05
P05_FNA_12_Y1	2.3	100.730927916586	9.54300129456588	82.0269890748178	119.434866758354	0.749151628116808	0.610047516546317	0.888255739687299	P05
P05_FNA_12_Y1	2.4	99.1982243163805	9.80263789068228	79.9854070971555	118.411041535605	0.737752672291986	0.594863952827276	0.880641391756697	P05
P05_FNA_12_Y1	2.5	97.6872722201978	10.0586204083886	77.9727384855966	117.401805954799	0.726515485796503	0.579895422323342	0.873135549269663	P05
P05_FNA_12_Y1	2.6	96.201008401039	10.3091835067284	75.995380017837	116.406636784241	0.715461909869396	0.56518949886834	0.865734320870452	P05
P05_FNA_12_Y1	2.7	94.7420768480686	10.552689476257	74.0591855345701	115.424968161567	0.704611608270628	0.55078971838889	0.858433498152366	P05
P05_FNA_12_Y1	2.8	93.3128034053904	10.7876761027077	72.1693467671998	114.456260043581	0.693981878665702	0.536734692601516	0.851229064729889	P05
P05_FNA_12_Y1	2.9	91.9151806322203	11.0128922547882	70.3303084472152	113.500052817225	0.683587540028412	0.523057477667821	0.844117602389003	P05
P05_FNA_12_Y1	3	90.5508626864348	11.2273197670783	68.5457203000468	112.556005072823	0.673440894588984	0.509785217165304	0.837096572012664	P05
P05_FNA_12_Y1	3.1	89.2211694113832	11.4301817337855	66.8184248764161	111.62391394635	0.663551758228345	0.496939051587209	0.83016446486948	P05
P05_FNA_12_Y1	3.2	87.9270983431551	11.6209386178434	65.1504771856315	110.703719500679	0.653927549778039	0.484534264358407	0.823320835197671	P05
P05_FNA_12_Y1	3.3	86.6693430801885	11.7992744490452	63.5431901163562	109.795496044021	0.644573427637874	0.472580619636741	0.816566235639007	P05
P05_FNA_12_Y1	3.4	85.4483163624153	11.9650757937289	61.9971987344147	108.899433990416	0.635492461419123	0.461082840505836	0.809902082332411	P05
P05_FNA_12_Y1	3.5	84.2641762616721	12.1184061849223	60.5125365891969	108.015815934147	0.6266858267267	0.45004117647774	0.803330476975661	P05
P05_FNA_12_Y1	3.6	83.1168540456005	12.2594784189337	59.0887178752445	107.144990215957	0.618153012387331	0.439452014541458	0.796854010233204	P05
P05_FNA_12_Y1	3.7	82.0060824995849	12.3886266775956	57.7248203935854	106.287344605584	0.609892031084225	0.429308496159344	0.790475566009106	P05
P05_FNA_12_Y1	3.8	80.9314237376688	12.5062799330168	56.4195654883798	105.443281986958	0.6018996261912	0.419601111768406	0.784198140613994	P05
P05_FNA_12_Y1	3.9	79.8922957757281	12.6129376111512	55.171392318621	104.613199232835	0.594171469401518	0.410318253150536	0.7780246856525	P05
P05_FNA_12_Y1	4	78.8879973602753	12.7091480771008	53.9785248549713	103.797469865579	0.586702345383573	0.401446711698433	0.771957979068714	P05
P05_FNA_2_0_Y1	0	131.9	5.63014142471675	120.865125579688	142.934874420312	1	0.916339087033269	1.08366091296673	P05
P05_FNA_2_0_Y1	0.1	130.474530420953	5.77156792839402	119.162465146975	141.786595694932	0.989192800765378	0.903430365026343	1.07495523650441	P05
P05_FNA_2_0_Y1	0.2	129.000174245067	5.91793463422853	117.401235499117	140.599112991017	0.978014967741223	0.890077600448197	1.06595233503425	P05
P05_FNA_2_0_Y1	0.3	127.476904254881	6.06945672243566	115.580987673183	139.372820836579	0.966466294578325	0.876277389485843	1.05665519967081	P05
P05_FNA_2_0_Y1	0.4	125.905020642933	6.22634706852874	113.70160463337	138.108436652496	0.954549057186754	0.862028844832221	1.04706926954129	P05
P05_FNA_2_0_Y1	0.5	124.285194527306	6.38880657341833	111.763363739214	136.807025315399	0.942268343649025	0.847334069288959	1.03720261800909	P05
P05_FNA_2_0_Y1	0.6	122.618510904043	6.55701090590134	109.76700568224	135.470016125846	0.92963237986386	0.832198678409705	1.02706608131801	P05
P05_FNA_2_0_Y1	0.7	120.906509350969	6.73109322172291	107.713809059811	134.099209642128	0.9166528381423	0.81663236588181	1.01667331040279	P05
P05_FNA_2_0_Y1	0.8	119.151220448615	6.91112268264565	105.605668897891	132.696771999338	0.90334511333294	0.800649498846789	1.00604072781909	P05
P05_FNA_2_0_Y1	0.9	117.355195567885	7.0970790142055	103.445176304607	131.265214831163	0.889728548657202	0.784269721793837	0.995187375520566	P05
P05_FNA_2_0_Y1	1	115.523378738223	7.28862936685555	101.237927682525	129.808829793921	0.875840627279932	0.767535463855384	0.98414579070448	P05
P05_FNA_2_0_Y1	1.1	113.653858763032	7.48607090895137	98.9814293957746	128.32628813029	0.861666859461958	0.750427819528238	0.972905899395678	P05
P05_FNA_2_0_Y1	1.2	111.756376344306	7.68835585052463	96.6874757769499	126.825276911662	0.84728109434652	0.733036207558377	0.961525981134663	P05
P05_FNA_2_0_Y1	1.3	109.83378825189	7.89501143109184	94.3598501894184	125.307726314362	0.832704990537456	0.715389311519472	0.950020669555439	P05
P05_FNA_2_0_Y1	1.4	107.891282480304	8.10514912659848	92.0054821028449	123.777082857764	0.817977880821109	0.697539667193669	0.938416094448548	P05
P05_FNA_2_0_Y1	1.5	105.934466203153	8.31765254945472	89.6321667703041	122.236765636002	0.803142275990546	0.679546374301016	0.926738177680076	P05
P05_FNA_2_0_Y1	1.6	103.969286050435	8.53118553956682	87.248469647455	120.690102453415	0.788243260427861	0.661474371853336	0.915012149002386	P05
P05_FNA_2_0_Y1	1.7	102.001931200609	8.74421724131004	84.8635803346476	119.140282066571	0.773327757396584	0.643393330816131	0.903262183977038	P05
P05_FNA_2_0_Y1	1.8	100.038722558151	8.95506460234735	82.4871184583209	117.590326657982	0.758443688841177	0.625376182398187	0.891511195284166	P05
P05_FNA_2_0_Y1	1.9	98.0859926526725	9.16195048583342	80.1288996722998	116.043085633045	0.743639064842096	0.607497343990142	0.87978078569405	P05
P05_FNA_2_0_Y1	2	96.1499619486174	9.36307329889895	77.7986754981668	114.501248399068	0.728961045857599	0.589830746763964	0.868091344951235	P05
P05_FNA_2_0_Y1	2.1	94.2366178120312	9.5566821918779	75.5058649042552	112.967370719807	0.714455025110168	0.572447800638781	0.856462249581555	P05
P05_FNA_2_0_Y1	2.2	92.3516023259899	9.74115090827136	73.2592973778084	111.443907274171	0.700163778059059	0.555415446382171	0.844912109735947	P05
P05_FNA_2_0_Y1	2.3	90.500114462068	9.91504350411225	71.0669862888602	109.933242635276	0.686126720713177	0.538794437368159	0.833459004058194	P05
P05_FNA_2_0_Y1	2.4	88.6868308947413	10.0771663674166	68.9359477483865	108.437714041096	0.672379309285377	0.522637966250087	0.822120652320668	P05
P05_FNA_2_0_Y1	2.5	86.9158481713126	10.2266029511482	66.8720747028711	106.959621639754	0.658952601753697	0.506990710408424	0.81091449309897	P05
P05_FNA_2_0_Y1	2.6	85.1906472501711	10.3627299300829	64.8800698056934	105.501224694649	0.645872989008121	0.491888323015113	0.799857655001128	P05
P05_FNA_2_0_Y1	2.7	83.5140798177929	10.4852156421761	62.9634347889918	104.064724846594	0.633162091112911	0.477357352456344	0.788966829769477	P05
P05_FNA_2_0_Y1	2.8	81.8883744646229	10.594003338039	61.1245094699693	102.652239459276	0.620836804129059	0.463415538058903	0.778258070199215	P05
P05_FNA_2_0_Y1	2.9	80.315159845258	10.6892827763704	59.3645505830076	101.265769107508	0.608909475703244	0.450072407755933	0.767746543650556	P05
P05_FNA_2_0_Y1	3	78.7955013990533	10.7714540751104	57.6838393507098	99.9071634473968	0.59738818346515	0.437330093636921	0.75744627329338	P05
P05_FNA_2_0_Y1	3.1	77.3299480330958	10.8410875774867	56.0818068279772	98.5780892382143	0.586277088954479	0.425184282243951	0.747369895665006	P05
P05_FNA_2_0_Y1	3.2	75.9185853010383	10.8988829876468	54.5571671735342	97.2800034285425	0.575576840796348	0.413625224969933	0.737528456622763	P05
P05_FNA_2_0_Y1	3.3	74.5610919614329	10.9456303386504	53.1080507095892	96.0141332132766	0.565285003498354	0.402638746850563	0.727931260146145	P05
P05_FNA_2_0_Y1	3.4	73.2567972805186	10.9821746116626	51.7321305697297	94.7814639913075	0.555396491891726	0.392207206745487	0.718585777037965	P05
P05_FNA_2_0_Y1	3.5	72.0047369807698	11.0093851240677	50.426738645666	93.5827353158736	0.545903995305305	0.382310376388673	0.709497614221938	P05
P05_FNA_2_0_Y1	3.6	70.80370626894	11.0281302026839	49.188968254861	92.4184442830189	0.536798379597725	0.372926218763162	0.700670540432289	P05
P05_FNA_2_0_Y1	3.7	69.6523088655282	11.0392571826868	48.0157623713871	91.2888553596694	0.528069058874361	0.364031557023405	0.692106560725318	P05
P05_FNA_2_0_Y1	3.8	68.5490013781925	11.0435774278212	46.9039873591835	90.1940153972016	0.519704331904416	0.355602633504045	0.683806030304788	P05
P05_FNA_2_0_Y1	3.9	67.4921327049817	11.0418558433518	45.850492929529	89.1337724804343	0.511691680856571	0.347615564287559	0.675767797425583	P05
P05_FNA_2_0_Y1	4	66.4799784195612	11.0348042320306	44.852159548331	88.1077972907913	0.504018031990608	0.340046698622677	0.667989365358539	P05
P05_FNA_2_12_Y1	0	119.54	4.96301901960336	109.81266146699	129.26733853301	1	0.91862691540062	1.08137308459938	P05
P05_FNA_2_12_Y1	0.1	117.971756568845	5.06040025126793	108.053554329003	127.889958808688	0.986881015299023	0.903911279312386	1.06985075128566	P05
P05_FNA_2_12_Y1	0.2	116.362911876025	5.16308698542355	106.243447335547	126.482376416502	0.973422384775179	0.888769008997383	1.05807576055297	P05
P05_FNA_2_12_Y1	0.3	114.714564268647	5.27170130936986	104.38221956503	125.046908972265	0.959633296542141	0.873199092898025	1.04606750018626	P05
P05_FNA_2_12_Y1	0.4	113.028164787352	5.38686301198874	102.470107294203	123.586222280501	0.94552588913629	0.857203507564022	1.03384827070856	P05
P05_FNA_2_12_Y1	0.5	111.305544344714	5.50915948942977	100.507790160344	122.103298529083	0.931115478874968	0.840787938433531	1.02144301931641	P05
P05_FNA_2_12_Y1	0.6	109.548936899799	5.63910934187626	98.4964856848378	120.60138811476	0.916420753720919	0.823962570560798	1.00887893688104	P05
P05_FNA_2_12_Y1	0.7	107.760996905342	5.77712096774249	96.4380478742358	119.083945936449	0.901463919234919	0.806742913453537	0.996184925016302	P05
P05_FNA_2_12_Y1	0.8	105.944809154156	5.92344845048574	94.3350635269243	117.554554781388	0.886270780944922	0.789150606716783	0.98339095517306	P05
P05_FNA_2_12_Y1	0.9	104.103889099744	6.07814801380653	92.1909378999792	116.016840299508	0.870870747028138	0.771214136690473	0.970527357365803	P05
P05_FNA_2_12_Y1	1	102.2440425105	6.24087225234637	90.0121576637862	114.475927357215	0.855312385063581	0.75298776697161	0.957637003155552	P05
P05_FNA_2_12_Y1	1.1	100.363988022992	6.4116745928344	87.7973367404461	112.930639305538	0.839584975932676	0.73445990246316	0.944710049402192	P05
P05_FNA_2_12_Y1	1.2	98.4740261104709	6.58932424697978	85.559187903934	111.388864317008	0.823774687221607	0.715736890613468	0.931812483829745	P05
P05_FNA_2_12_Y1	1.3	96.5772797333742	6.77297504729773	83.3024925724822	109.852066894266	0.807907643745811	0.696858729901976	0.918956557589646	P05
P05_FNA_2_12_Y1	1.4	94.6789815026366	6.96135001895861	81.0349861817005	108.322976823573	0.792027618392476	0.677890130347168	0.906165106437784	P05
P05_FNA_2_12_Y1	1.5	92.7845242521428	7.15294553633778	78.7650086175442	106.804039886741	0.776179724377972	0.658900858436876	0.893458590319068	P05
P05_FNA_2_12_Y1	1.6	90.8993724210715	7.34608473841072	76.5013109064072	105.297433935736	0.760409673925644	0.639964120013445	0.880855227837844	P05
P05_FNA_2_12_Y1	1.7	89.0289670117218	7.53898278707257	74.2528322689922	103.805101754451	0.744762983199948	0.621154695240022	0.868371271159875	P05
P05_FNA_2_12_Y1	1.8	87.1786282766823	7.72981833689465	72.0284627293315	102.328793824033	0.729284158245627	0.602546952729893	0.856021363761361	P05
P05_FNA_2_12_Y1	1.9	85.3534606384515	7.91680506292302	69.836807842498	100.870113434405	0.714015899602237	0.584212881399515	0.84381891780496	P05
P05_FNA_2_12_Y1	2	83.5582642894782	8.09825746970759	67.6859713113189	99.4305572676376	0.698998362803064	0.56622027197021	0.831776453635917	P05
P05_FNA_2_12_Y1	2.1	81.7974574619471	8.27264634623275	65.583368566494	98.0115463574002	0.684268508130727	0.548631157491167	0.819905858770287	P05
P05_FNA_2_12_Y1	2.2	80.0750125566288	8.43864085651144	63.5355803993982	96.6144447138595	0.669859566309426	0.531500588919175	0.808218543699677	P05
P05_FNA_2_12_Y1	2.3	78.3944082874278	8.59513602215522	61.5482512417807	95.2405653330749	0.655800638174902	0.514875784187559	0.796725492162246	P05
P05_FNA_2_12_Y1	2.4	76.7585988644798	8.74126595058022	59.6260324220563	93.8911653069033	0.6421164368787	0.498795653522304	0.785437220235095	P05
P05_FNA_2_12_Y1	2.5	75.1700001330401	8.87640437830882	57.7725672393412	92.567433026739	0.628827171934416	0.483290674580401	0.774363669288431	P05
P05_FNA_2_12_Y1	2.6	73.6304916146964	9.00015484449515	55.9905122642022	91.2704709651906	0.615948566293261	0.468383070639135	0.763514061947386	P05
P05_FNA_2_12_Y1	2.7	72.1414326341518	9.11233310687798	54.2815879295389	90.0012773387646	0.60349199125106	0.454087233809093	0.752896748693028	P05
P05_FNA_2_12_Y1	2.8	70.7036901944436	9.2129443547957	52.6466510674724	88.7607293214147	0.591464699635633	0.440410331834301	0.742519067436964	P05
P05_FNA_2_12_Y1	2.9	69.3176759882331	9.30215748451736	51.0857823400594	87.5495696364069	0.579870135421057	0.427353039485188	0.732387231356925	P05
P05_FNA_2_12_Y1	3	67.9833898794926	9.3802782973941	49.5983822516374	86.3683975073477	0.568708297469404	0.414910341740317	0.722506253198492	P05
P05_FNA_2_12_Y1	3.1	66.7004673187072	9.4477230507544	48.1832704033197	85.2176642340948	0.557976136177909	0.403072364090009	0.712879908265808	P05
P05_FNA_2_12_Y1	3.2	65.4682284176927	9.50499339163	46.8387836968067	84.0976731385787	0.547667964009476	0.391825194050583	0.703510733968368	P05
P05_FNA_2_12_Y1	3.3	64.2857267582682	9.55265336190195	45.5628702121449	83.0085833043915	0.537775863796789	0.381151666489417	0.694400061104162	P05
P05_FNA_2_12_Y1	3.4	63.1517963974478	9.59130888754606	44.3531764132586	81.950416381637	0.528290081959577	0.371032093134169	0.685548070784984	P05
P05_FNA_2_12_Y1	3.5	62.0650959231253	9.62158995014864	43.2071261468215	80.9230656994292	0.519199397048062	0.361444923429994	0.67695387066613	P05
P05_FNA_2_12_Y1	3.6	61.0241487802721	9.64413547695637	42.1219905834127	79.9263069771316	0.510491457087771	0.352367329625336	0.668615584550206	P05
P05_FNA_2_12_Y1	3.7	60.0273794097237	9.65958086705419	41.0949488045453	78.9598100149021	0.502153081894961	0.343775713606703	0.66053045018322	P05
P05_FNA_2_12_Y1	3.8	59.0731450096281	9.6685479876792	40.1231391709796	78.0231508482765	0.494170528773867	0.335646136615188	0.652694920932546	P05
P05_FNA_2_12_Y1	3.9	58.159762940601	9.67163741956251	39.2037019267286	77.1158239544734	0.4865297217718	0.327954675646048	0.645104767897552	P05
P05_FNA_2_12_Y1	4	57.2855339518793	9.66942269817033	38.3338137121713	76.2372541915873	0.479216445975233	0.320677712164726	0.637755179785739	P05
P05_FNA_2_28_Y1	0	132.16	5.09550989651945	122.172984119954	142.147015880046	1	0.924432385895539	1.07556761410446	P05
P05_FNA_2_28_Y1	0.1	130.897757593707	5.20622533166501	120.693743448243	141.101771739171	0.99044913433495	0.913239584202811	1.06765868446709	P05
P05_FNA_2_28_Y1	0.2	129.600445698509	5.32031553667933	119.172818860229	140.028072536789	0.980632912367652	0.901731377574368	1.05953444716094	P05
P05_FNA_2_28_Y1	0.3	128.268417221	5.4380119071087	117.610109735567	138.926724706433	0.970554004396184	0.889907004657738	1.05120100413463	P05
P05_FNA_2_28_Y1	0.4	126.902226643185	5.5595748566391	116.005660154818	137.798793131552	0.960216605956305	0.877766798992269	1.04266641292034	P05
P05_FNA_2_28_Y1	0.5	125.502646971642	5.6852943895496	114.359674726617	136.645619216667	0.94962656606872	0.865312308766777	1.03394082337066	P05
P05_FNA_2_28_Y1	0.6	124.070685605481	5.81548938107566	112.672535866097	135.468835344864	0.938791507305391	0.852546427558241	1.02503658705254	P05
P05_FNA_2_28_Y1	0.7	122.607598585339	5.95050509101915	110.944822917119	134.270374253559	0.927720933605774	0.839473539021787	1.01596832818976	P05
P05_FNA_2_28_Y1	0.8	121.114902635944	6.09070835311954	109.177333623493	133.052471648396	0.916426321397884	0.826099679354516	1.00675296344125	P05
P05_FNA_2_28_Y1	0.9	119.594384376276	6.23647981328761	107.371108551921	131.817660200631	0.904921189287802	0.812432722093835	0.99740965648177	P05
P05_FNA_2_28_Y1	1	118.049664436598	6.38804773432703	105.529320945794	130.570007927401	0.893232933085636	0.79849667785861	0.987969188312661	P05
P05_FNA_2_28_Y1	1.1	116.478407093706	6.54624648010766	103.647999758773	129.308814428639	0.881343879340999	0.784261499385391	0.978426259296606	P05
P05_FNA_2_28_Y1	1.2	114.887900962028	6.71094795538814	101.734684667344	128.041117256711	0.869309177981446	0.769784236284386	0.968834119678506	P05
P05_FNA_2_28_Y1	1.3	113.279466473183	6.88258452268436	99.7898486881691	126.769084258197	0.857138820166338	0.755068467676824	0.959209172655852	P05
P05_FNA_2_28_Y1	1.4	111.656233223239	7.06134497358779	97.8162513925938	125.496215053884	0.84485648625332	0.740135074096503	0.949577898410138	P05
P05_FNA_2_28_Y1	1.5	110.02156051812	7.24729579847756	95.8171217677957	124.225999268445	0.832487594719432	0.725008487952449	0.939966701486415	P05
P05_FNA_2_28_Y1	1.6	108.37900949459	7.44034593356336	93.796199432287	122.961819556893	0.820059091212093	0.709717005389581	0.930401177034605	P05
P05_FNA_2_28_Y1	1.7	106.732308265804	7.64021273250049	91.7577664758788	121.706850055729	0.807599184819947	0.694293027208526	0.920905342431367	P05
P05_FNA_2_28_Y1	1.8	105.085310200772	7.84639299759144	89.7066625169459	120.463957884599	0.795137032390832	0.678773172797714	0.91150089198395	P05
P05_FNA_2_28_Y1	1.9	103.441945810848	8.05814345543725	87.6482748559341	119.235616765762	0.782702374476758	0.663198205629042	0.902206543324473	P05
P05_FNA_2_28_Y1	2	101.806169172386	8.27447497189206	85.5884962364993	118.023842108272	0.770325129936334	0.647612713653899	0.893037546218768	P05
P05_FNA_2_28_Y1	2.1	100.181900336359	8.494163865077	83.5336450820267	116.830155590692	0.758034960172209	0.632064505765941	0.884005414578478	P05
